Lx,Lz
7.0833,9.6667
7.0833,10.0
7.5,2.3333
7.5,2.6667
7.5,3.0
7.5,3.3333
7.5,3.6667
7.5,4.0
7.5,4.3333
7.5,4.6667
7.5,5.0
7.5,5.3333
7.5,5.6667
7.5,6.0
7.5,6.3333
7.5,6.6667
7.5,7.0
7.5,7.3333
7.5,7.6667
7.5,8.0
7.5,8.3333
7.5,8.6667
7.5,9.0
7.5,9.3333
7.5,9.6667
7.5,10.0
7.854,3.1416
7.854,3.927
7.854,4.7124
7.854,5.4978
7.854,6.2832
7.9167,2.6667
7.9167,3.0
7.9167,3.3333
7.9167,3.6667
7.9167,4.0
7.9167,4.3333
7.9167,4.6667
7.9167,5.0
7.9167,5.3333
7.9167,5.6667
7.9167,6.0
7.9167,6.3333
7.9167,6.6667
7.9167,7.0
7.9167,7.3333
7.9167,7.6667
7.9167,8.0
7.9167,8.3333
7.9167,8.6667
7.9167,9.0
7.9167,9.3333
7.9167,9.6667
7.9167,10.0
8.3333,2.6667
8.3333,3.0
8.3333,3.3333
8.3333,3.6667
8.3333,4.0
8.3333,4.3333
8.3333,4.6667
8.3333,5.0
8.3333,5.3333
8.3333,5.6667
8.3333,6.0
8.3333,6.3333
8.3333,6.6667
8.3333,7.0
8.3333,7.3333
8.3333,7.6667
8.3333,8.0
8.3333,8.3333
8.3333,8.6667
8.3333,9.0
8.3333,9.3333
8.3333,9.6667
8.3333,10.0
8.75,2.6667
8.75,3.0
8.75,3.3333
8.75,3.6667
8.75,4.0
8.75,4.3333
8.75,4.6667
8.75,5.0
8.75,5.3333
8.75,5.6667
8.75,6.0
8.75,6.3333
8.75,6.6667
8.75,7.0
8.75,7.3333
8.75,7.6667
8.75,8.0
8.75,8.3333
8.75,8.6667
8.75,9.0
8.75,9.3333
8.75,9.6667
8.75,10.0
9.1667,2.6667
9.1667,3.0
9.1667,3.3333
9.1667,3.6667
9.1667,4.0
9.1667,4.3333
9.1667,4.6667
9.1667,5.0
9.1667,5.3333
9.1667,5.6667
9.1667,6.0
9.1667,6.3333
9.1667,6.6667
9.1667,7.0
9.1667,7.3333
9.1667,7.6667
9.1667,8.0
9.1667,8.3333
9.1667,8.6667
9.1667,9.0
9.1667,9.3333
9.1667,9.6667
9.1667,10.0
9.4248,3.1416
9.4248,3.927
9.4248,4.7124
9.4248,5.4978
9.4248,6.2832
9.5833,2.6667
9.5833,3.0
9.5833,3.3333
9.5833,3.6667
9.5833,4.0
9.5833,4.3333
9.5833,4.6667
9.5833,5.0
9.5833,5.3333
9.5833,5.6667
9.5833,6.0
9.5833,6.3333
9.5833,6.6667
9.5833,7.0
9.5833,7.3333
9.5833,7.6667
9.5833,8.0
9.5833,8.3333
9.5833,8.6667
9.5833,9.0
9.5833,9.3333
9.5833,9.6667
9.5833,10.0
10.0,2.6667
10.0,3.0
10.0,3.3333
10.0,3.6667
10.0,4.0
10.0,4.3333
10.0,4.6667
10.0,5.0
10.0,5.3333
10.0,5.6667
10.0,6.0
10.0,6.3333
10.0,6.6667
10.0,7.0
10.0,7.3333
10.0,7.6667
10.0,8.0
10.0,8.3333
10.0,8.6667
10.0,9.0
10.0,9.3333
10.0,9.6667
10.0,10.0
10.4167,2.6667
10.4167,3.0
10.4167,3.3333
10.4167,3.6667
10.4167,4.0
10.4167,4.3333
10.4167,4.6667
10.4167,5.0
10.4167,5.3333
10.4167,5.6667
10.4167,6.0
10.4167,6.3333
10.4167,6.6667
10.4167,7.0
10.4167,7.3333
10.4167,7.6667
10.4167,8.0
10.4167,8.3333
10.4167,8.6667
10.4167,9.0
10.4167,9.3333
10.4167,9.6667
10.4167,10.0
10.8333,2.6667
10.8333,3.0
10.8333,3.3333
10.8333,3.6667
10.8333,4.0
10.8333,4.3333
10.8333,4.6667
10.8333,5.0
10.8333,5.3333
10.8333,5.6667
10.8333,6.0
10.8333,6.3333
10.8333,6.6667
10.8333,7.0
10.8333,7.3333
10.8333,7.6667
10.8333,8.0
10.8333,8.3333
10.8333,8.6667
10.8333,9.0
10.8333,9.3333
10.8333,9.6667
10.8333,10.0
10.9956,3.1416
10.9956,3.927
10.9956,4.7124
10.9956,5.4978
10.9956,6.2832
11.25,2.6667
11.25,3.0
11.25,3.3333
11.25,3.6667
11.25,4.0
11.25,4.3333
11.25,4.6667
11.25,5.0
11.25,5.3333
11.25,5.6667
11.25,6.0
11.25,6.3333
11.25,6.6667
11.25,7.0
11.25,7.3333
11.25,7.6667
11.25,8.0
11.25,8.3333
11.25,8.6667
11.25,9.0
11.25,9.3333
11.25,9.6667
11.25,10.0
11.6667,2.6667
11.6667,3.0
11.6667,3.3333
11.6667,3.6667
11.6667,4.0
11.6667,4.3333
11.6667,4.6667
11.6667,5.0
11.6667,5.3333
11.6667,5.6667
11.6667,6.0
11.6667,6.3333
11.6667,6.6667
11.6667,7.0
11.6667,7.3333
11.6667,7.6667
11.6667,8.0
11.6667,8.3333
11.6667,8.6667
11.6667,9.0
11.6667,9.3333
11.6667,9.6667
11.6667,10.0
12.0833,3.0
12.0833,3.3333
12.0833,3.6667
12.0833,4.0
12.0833,4.3333
12.0833,4.6667
12.0833,5.0
12.0833,5.3333
12.0833,5.6667
12.0833,6.0
12.0833,6.3333
12.0833,6.6667
12.0833,7.0
12.0833,7.3333
12.0833,7.6667
12.0833,8.0
12.0833,8.3333
12.0833,8.6667
12.0833,9.0
12.0833,9.3333
12.0833,9.6667
12.0833,10.0
12.5,3.0
12.5,3.3333
12.5,3.6667
12.5,4.0
12.5,4.3333
12.5,4.6667
12.5,5.0
12.5,5.3333
12.5,5.6667
12.5,6.0
12.5,6.3333
12.5,6.6667
12.5,7.0
12.5,7.3333
12.5,7.6667
12.5,8.0
12.5,8.3333
12.5,8.6667
12.5,9.0
12.5,9.3333
12.5,9.6667
12.5,10.0
12.5664,3.1416
12.5664,3.927
12.5664,4.7124
12.5664,5.4978
12.5664,6.2832
12.9167,3.0
12.9167,3.3333
12.9167,3.6667
12.9167,4.0
12.9167,4.3333
12.9167,4.6667
12.9167,5.0
12.9167,5.3333
12.9167,5.6667
12.9167,6.0
12.9167,6.3333
12.9167,6.6667
12.9167,7.0
12.9167,7.3333
12.9167,7.6667
12.9167,8.0
12.9167,8.3333
12.9167,8.6667
12.9167,9.0
12.9167,9.3333
12.9167,9.6667
12.9167,10.0
13.3333,3.0
13.3333,3.3333
13.3333,3.6667
13.3333,4.0
13.3333,4.3333
13.3333,4.6667
13.3333,5.0
13.3333,5.3333
13.3333,5.6667
13.3333,6.0
13.3333,6.3333
13.3333,6.6667
13.3333,7.0
13.3333,7.3333
13.3333,7.6667
13.3333,8.0
13.3333,8.3333
13.3333,8.6667
13.3333,9.0
13.3333,9.3333
13.3333,9.6667
13.3333,10.0
13.75,3.0
13.75,3.3333
13.75,3.6667
13.75,4.0
13.75,4.3333
13.75,4.6667
13.75,5.0
13.75,5.3333
13.75,5.6667
13.75,6.0
13.75,6.3333
13.75,6.6667
13.75,7.0
13.75,7.3333
13.75,7.6667
13.75,8.0
13.75,8.3333
13.75,8.6667
13.75,9.0
13.75,9.3333
13.75,9.6667
13.75,10.0
14.1667,3.0
14.1667,3.3333
14.1667,3.6667
14.1667,4.0
14.1667,4.3333
14.1667,4.6667
14.1667,5.0
14.1667,5.3333
14.1667,5.6667
14.1667,6.0
14.1667,6.3333
14.1667,6.6667
14.1667,7.0
14.1667,7.3333
14.1667,7.6667
14.1667,8.0
14.1667,8.3333
14.1667,8.6667
14.1667,9.0
14.1667,9.3333
14.1667,9.6667
14.1667,10.0
14.5833,3.0
14.5833,3.3333
14.5833,3.6667
14.5833,4.0
14.5833,4.3333
14.5833,4.6667
14.5833,5.0
14.5833,5.3333
14.5833,5.6667
14.5833,6.0
14.5833,6.3333
14.5833,6.6667
14.5833,7.0
14.5833,7.3333
14.5833,7.6667
14.5833,8.0
14.5833,8.3333
14.5833,8.6667
14.5833,9.0
14.5833,9.3333
14.5833,9.6667
14.5833,10.0
15.0,3.3333
15.0,3.6667
15.0,4.0
15.0,4.3333
15.0,4.6667
15.0,5.0
13.75,9.333333333333334
11.25,7.333333333333333
10.0,6.333333333333333
8.75,5.333333333333333
12.5,8.333333333333334
7.5,4.333333333333333
5.0,2.3333333333333335
6.25,3.3333333333333335
12.916666666666666,2.0
14.166666666666666,2.0
11.666666666666666,2.0
10.416666666666666,2.0
9.166666666666666,2.0
7.5,2.0
7.916666666666667,2.0
12.916666666666666,2.3333333333333335
14.166666666666666,2.3333333333333335
11.666666666666666,2.3333333333333335
10.416666666666666,2.3333333333333335
9.166666666666666,2.3333333333333335
7.916666666666667,2.3333333333333335
12.916666666666666,2.6666666666666665
14.166666666666666,2.6666666666666665
12.083333333333334,2.0
10.833333333333334,2.0
9.583333333333334,2.0
8.333333333333334,2.0
13.333333333333334,2.0
14.583333333333334,2.0
12.083333333333334,2.3333333333333335
10.833333333333334,2.3333333333333335
9.583333333333334,2.3333333333333335
8.333333333333334,2.3333333333333335
14.583333333333334,2.3333333333333335
13.333333333333334,2.3333333333333335
12.083333333333334,2.6666666666666665
11.25,2.0
10.0,2.0
8.75,2.0
14.583333333333334,2.6666666666666665
13.333333333333334,2.6666666666666665
12.5,2.0
11.25,2.3333333333333335
10.0,2.3333333333333335
8.75,2.3333333333333335
15.0,2.0
13.75,2.0
12.5,2.3333333333333335
15.0,2.3333333333333335
13.75,2.3333333333333335
12.5,2.6666666666666665
15.0,2.6666666666666665
13.75,2.6666666666666665
15.0,3.0
15.0,5.333333333333333
15.0,5.666666666666667
15.0,6.0
15.0,6.333333333333333
15.0,6.666666666666667
15.0,7.0
15.0,7.333333333333333
15.0,7.666666666666667
15.0,8.0
15.0,8.333333333333334
15.0,8.666666666666666
15.0,9.0
15.0,9.333333333333334
15.0,9.666666666666666
15.0,10.0
